Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
70529.5,2.298631,1.17654,-0.668995,3.565758,-0.769314,-3.373658,0.734444,-2.773164,-1.244093,0.892609,-0.631546,0.759093,-1.44119,1.014278,-1.891355,1.391889,-0.471835,1.42341,-0.728444,1.546941,-0.709379,-1.215899,0.026501,0.680979,0.386608,0.49534,0.294189,-0.24608,62.0,0
70558.2,1.532834,0.179823,-1.330089,0.32483,-0.098466,2.38621,-0.835246,-0.875707,-1.04537,2.718816,-0.880718,1.695496,-1.283504,0.598567,0.293622,1.301889,1.080317,0.076127,-0.465466,1.305988,-0.471813,-1.537013,-1.142674,-0.891275,0.291229,0.943199,-0.74043,-0.234766,38.67,0
70618.1,0.178052,2.993704,-1.476653,1.070004,-0.437193,4.39355,0.234476,0.554611,0.126073,-0.594384,1.301674,-1.515321,-2.491331,-0.177452,0.912223,-0.613042,0.185109,-1.134795,0.920975,0.523942,0.014614,0.114361,-0.856791,-0.744389,-0.05964,0.218813,0.204849,-0.10888,21.33,0
70637.7,1.490757,2.752126,-0.166169,0.560836,-0.36336,-0.21285,0.275071,2.655831,1.369525,1.182764,-0.621796,-1.174281,0.484755,1.469462,1.92766,-2.588895,2.428267,0.387643,0.78774,-1.3984,-0.175486,0.557708,-0.722252,-1.59392,0.164025,-0.021204,0.523152,-0.047976,16.9,0
70681.3,-0.173438,1.351427,1.936894,-1.283622,1.651124,-0.879218,0.026802,1.045904,1.264574,0.456251,-1.480761,-2.445185,-0.233901,1.147555,0.502995,0.255479,-0.006975,0.28735,-0.861546,0.627051,0.626894,-0.240791,0.268679,-0.947281,0.088023,-0.056702,0.457055,-0.059593,137.62,0
70699.4,1.737329,-0.757716,-4.284322,-0.408471,0.343961,0.254189,0.269209,-0.789693,-0.484392,-1.614426,-2.736089,-0.139185,-0.927364,1.275806,-2.440589,0.307187,2.105773,-0.169979,-0.002382,0.342656,0.373718,-0.276877,-0.619915,0.360205,-0.93283,0.354468,-0.142208,0.000926,58.09,0
70845.0,-1.051216,2.771673,0.466665,-0.582703,-0.611682,-0.249672,3.88837,-2.053682,1.620313,0.814284,2.110112,0.822447,0.004185,1.205144,0.257001,0.796898,1.41764,0.086009,-0.3678,-0.517434,0.333734,-0.595203,-0.215065,-0.533955,0.248521,-0.320363,-0.467036,-0.333233,7.06,0
70856.4,-1.142177,-0.93036,0.471241,-0.292718,0.647358,0.759366,1.201255,-2.974793,-1.68666,0.795338,0.289713,1.277249,-1.921444,-0.561386,-0.331506,0.175817,0.035612,0.436069,-0.099367,1.102952,1.252748,-0.757686,0.027735,0.440375,0.28616,-0.173711,0.092507,-0.475037,25.2,0
71120.3,-0.038284,-2.828662,0.95199,-2.021124,0.285006,0.537904,0.123068,-0.985378,-0.314773,1.692869,-0.581871,0.028018,-0.692893,1.205616,0.087055,-0.806417,0.007072,-0.22407,1.206904,-0.035916,-1.024258,0.337963,1.098113,0.660529,-0.539212,-0.114458,-0.011137,-0.005565,109.32,0
71160.9,0.761924,-0.666536,-1.715947,1.723816,-1.96416,-1.351715,-1.832756,0.954598,0.159313,1.266355,-1.076006,-1.638199,-0.55241,-0.215617,0.233878,-1.775858,0.475185,-0.831311,-0.561094,0.943315,-1.617183,0.218585,0.195959,-0.451848,-0.218535,0.520075,0.712469,0.319418,46.78,0
71166.5,3.771743,-1.339136,-2.961195,-0.095303,1.407012,-3.125597,-1.502919,-1.271412,0.533525,0.326255,-1.062257,0.235086,-1.424646,-0.503813,-1.41469,-0.158584,-0.79456,0.641793,-0.022695,-0.182234,1.309722,0.259784,-0.226347,-0.322135,-0.577462,-0.028062,0.111652,-0.574313,33.61,0
71238.3,-2.727967,-0.99971,-2.058072,0.078344,0.318429,-0.206111,0.892505,-0.91203,-0.068687,-1.438083,0.390034,0.099243,-1.49151,-0.1832,-0.042304,0.296624,0.315762,-0.670436,0.661825,0.420382,-0.536726,-0.774495,-0.398493,-0.812132,0.101692,0.504109,0.515969,-0.326802,5.14,0
71258.4,1.573609,0.163681,-4.49017,-0.602008,-0.775624,2.040452,-1.412882,0.877963,-0.160236,-2.072326,-0.756698,2.002466,-0.21575,1.070265,0.95192,-0.473167,-1.273916,-1.070764,1.258111,0.121952,-1.284312,0.56524,-1.098583,-0.455898,0.039744,1.073512,0.296178,-0.144717,393.87,0
71292.4,5.056629,-2.317655,6.021759,-3.194739,1.861648,-3.229732,2.570991,0.38586,-1.914799,-1.368305,-1.015797,-0.325273,-1.119512,-1.898095,1.527839,-0.391407,0.112959,0.264613,0.949248,-0.421103,-0.227503,-0.316902,0.704217,-0.067452,-0.119929,0.149984,0.676586,0.013953,516.8,1
71464.5,-0.538894,3.76366,2.492147,2.14585,-0.875275,-1.010821,-2.975406,1.504556,0.115211,-2.581273,1.646976,-0.441055,-0.266411,-1.787545,0.550533,0.529646,-0.047632,-0.388806,2.276272,-0.967151,-0.534398,0.480041,-0.623693,-0.600529,0.553187,0.257767,0.175724,0.054547,208.55,0
71527.2,-1.384307,-0.489433,-0.148192,1.532592,0.744462,-1.563588,1.280813,-2.617226,-0.479446,-1.636936,-1.174549,2.518833,-1.830172,-0.967863,0.570894,-0.496114,0.154405,1.328952,0.567344,-0.376682,-0.099051,0.359633,0.390401,0.011452,0.176298,0.154007,-0.033475,-0.181571,35.22,0
71543.7,1.485191,0.565219,-3.89991,-1.49568,-0.840285,-0.338944,1.953066,4.993256,-3.679125,0.436316,0.095359,-0.235974,0.675658,0.176973,-0.404271,0.030867,0.552444,0.428997,0.163481,-0.468919,2.088254,0.24367,0.468774,-0.280232,0.09268,0.077352,-0.693967,-0.214998,24.0,0
71600.3,-1.470287,-1.163107,-2.004958,0.079428,2.44279,0.219898,-1.916283,-1.607446,-0.56418,-2.029036,0.417219,1.769051,-0.716681,0.089951,-0.4798,-0.664607,0.188172,-0.616628,-0.700614,-1.30143,0.047843,0.723195,0.434864,0.823359,-0.329763,0.362382,-0.400215,0.212778,11.32,0
71851.5,3.288375,0.965383,3.114358,-1.08437,-0.234656,-1.543097,0.056437,0.420491,0.038956,-0.679599,-0.672462,0.451279,-0.198224,-1.360834,-2.12215,-0.628571,-1.37203,-0.776771,-0.366865,-0.11742,-0.493338,1.485147,-0.775345,0.667306,-0.079478,-0.280058,0.213268,-0.135863,79.06,0
71930.1,-1.613929,3.466928,-4.112581,-0.443494,0.332273,2.372779,-0.646343,4.149213,1.135867,-3.39312,-1.992084,0.309769,-1.423478,0.647255,-0.507505,-1.262472,-0.957444,0.791964,-1.753226,0.840091,0.795953,-0.22462,-0.863472,0.306755,-0.237776,-0.645328,0.692947,-0.265324,147.98,0
71990.1,-2.944302,0.552154,-0.127151,2.691652,-0.665206,-0.623445,0.543815,0.3111,0.344205,0.389797,0.225585,-0.544513,1.036221,-0.425212,0.899681,1.46486,-0.672522,2.235279,-0.617598,-0.566923,0.399993,0.299281,0.044153,0.451553,0.123508,0.879853,-0.019319,-0.256348,85.59,0
71999.9,-1.103419,0.912973,0.910709,0.373951,-1.485058,1.868277,3.142229,0.04557,2.709201,1.241634,3.040423,0.617938,0.169995,0.995281,-0.484973,0.429735,1.320859,0.761841,-0.02683,0.161075,0.561242,0.491014,0.461151,0.18732,-0.403111,-0.283306,0.167386,0.249438,367.53,0
72038.5,1.403872,-1.30792,-0.283299,-2.126749,-2.432423,0.137308,2.203231,0.15562,2.855136,-0.235216,0.042779,-1.29565,-0.432126,-1.40589,-1.728488,-1.238094,0.084643,-0.684864,-0.433223,0.329414,-1.147258,0.054924,0.521409,0.515738,0.252544,-0.022226,-0.226394,-0.024708,28.71,0
72101.4,3.306926,0.528939,-0.200305,1.02091,0.086925,0.380503,-0.40023,-0.646996,1.490312,-2.795501,0.655862,-0.62331,-2.370931,-1.151483,-0.040318,0.107117,0.734523,0.751158,-1.340486,0.303401,0.539662,0.148381,0.308908,-1.066465,-0.484105,0.581835,-0.101524,0.666931,11.65,0
72164.6,2.443155,-1.070081,2.212574,-1.184269,1.727451,-1.636007,2.458059,-2.170273,2.184741,-1.180635,0.891068,-3.980887,0.001248,1.154479,1.048172,0.719185,0.225345,1.421621,0.357852,-0.615203,0.699501,0.574149,0.426371,-0.252211,0.159994,0.576944,0.185242,-0.451661,117.85,1
72299.5,-1.257527,-1.308014,-1.413658,-3.82377,3.30501,-1.476707,-1.304183,-3.027627,1.296434,-0.13024,-0.480882,-0.389609,0.73149,-0.567137,-2.224623,-1.363288,-1.33352,0.255944,0.806017,1.178073,-1.211033,0.420405,-0.378155,1.613316,0.676404,0.724881,0.291256,0.114566,64.39,0
72335.5,-0.805166,-1.160907,-1.499456,1.118498,2.727815,-0.601287,-1.17181,-2.313166,0.366131,1.76195,1.753152,1.802181,0.51695,0.106556,1.434223,-1.171731,-0.437579,1.590455,-0.931325,-0.027694,0.467652,0.056051,0.706679,0.841948,0.234503,0.592064,-0.337075,-0.047262,17.9,0
72343.8,4.810382,3.763528,-2.393079,-0.023114,0.237879,0.701923,2.06678,2.867726,0.055986,1.60818,0.888269,-0.027627,-2.113264,1.203308,0.67692,0.411233,-0.973997,1.821272,0.132142,-0.917328,-0.964682,0.459176,0.434828,-0.255513,0.226172,0.284351,0.050788,-0.210402,23.29,0
72423.0,1.922712,1.622523,1.063874,-1.509981,-2.326842,0.128957,1.507971,1.622211,0.874408,-0.645651,-1.102062,-0.022052,-0.009189,1.308249,-0.536569,-0.418685,2.039769,1.442062,-0.765076,1.180441,-0.831024,-0.294195,-0.19689,-0.042819,0.302992,0.04535,0.223123,-0.120552,31.71,0
72450.3,0.748445,0.152962,-2.601833,0.874785,0.167919,-1.20307,-0.689188,-0.624204,-0.366471,2.521173,2.864423,-3.564043,0.607506,1.128257,-0.241686,0.979651,1.641915,-1.275305,0.115927,1.572645,-0.916863,-0.078102,-0.275681,0.580489,0.582387,0.069139,0.011691,-0.515744,44.36,0
72455.2,2.846005,-0.684096,-0.266728,1.759675,0.345434,1.69166,0.978865,0.317757,0.464514,-1.609308,-0.204158,1.417291,-1.118308,-0.845085,-0.983876,0.161902,1.39214,0.508656,-1.886701,0.521302,-0.327474,0.345248,-0.091915,-0.474845,-0.034942,-0.188034,0.111689,-0.265802,28.84,0
72642.0,-2.24954,1.41807,2.078047,1.050549,-1.134151,-1.247155,-1.107149,1.388357,-1.234518,1.267125,0.872793,1.618213,1.323035,0.641138,-1.642747,0.644024,0.114618,-0.346988,1.180594,-0.121629,-0.392184,0.76186,-0.249057,-0.319794,-0.551053,-0.349334,-0.266556,0.186314,31.6,0
72797.2,-2.038145,-3.598703,0.568275,-1.148156,-0.028437,2.161108,0.116061,2.353891,-0.101968,1.443304,-0.750178,0.140796,-1.161027,-0.961961,-0.251294,-1.402342,0.15818,-0.281455,0.203303,-1.055416,0.519802,1.150605,0.913943,1.050674,0.020744,-0.150066,0.176975,-0.071466,52.62,0
72881.2,-3.480874,1.587014,-0.439286,-2.657539,-0.888553,-0.356687,0.019195,0.037181,2.048459,-1.846908,-0.208494,-1.149164,1.563232,-0.663348,-0.38458,1.108012,1.314962,1.368994,-1.424031,0.38812,0.200087,-0.03472,0.040927,0.709557,0.507755,0.382019,0.075102,0.681177,61.71,0
73048.4,-0.801246,-3.130177,-0.497087,0.104569,2.278159,-0.861093,0.796884,-2.303407,1.618122,0.097924,-0.384466,2.786938,1.33144,-1.228554,-0.122357,2.888337,1.964159,0.858014,-1.600775,1.070654,-0.470508,0.897051,-0.444307,0.269761,-0.313027,-0.154731,0.225834,-0.39567,13.54,0
73059.9,4.744836,-1.989766,-2.029904,1.132187,2.258505,-0.545499,-1.738161,-1.438228,-1.541214,0.441724,-0.095907,0.556737,0.45406,0.97391,-0.45853,-0.779216,0.155136,-0.05112,0.219225,-0.572006,0.475717,-0.798675,-0.270755,0.623064,-0.553087,0.447326,-0.511451,-0.475568,2.71,0
73180.0,-2.987725,0.226258,1.367316,2.341032,2.120278,1.453807,-1.349338,-1.310563,1.178771,2.037209,-1.413045,1.691784,-2.389753,0.460689,-0.11611,-0.215534,0.031039,-0.793653,0.386601,0.048759,0.692823,1.077931,0.07803,-0.451811,-0.556306,0.723329,0.569987,0.266211,7.06,0
73207.6,0.119708,1.579006,2.444665,-1.119189,0.052087,-1.864212,-0.209367,2.407923,1.613827,0.19351,-3.690727,-0.857388,0.127439,-0.255098,0.036657,0.256067,-0.529728,-0.007001,-0.129518,-0.565167,1.367658,-0.322933,-1.385921,0.984099,-0.413735,0.383294,-0.247137,0.170783,42.66,0
73401.5,-0.096295,1.937678,-0.400498,-1.186857,0.449309,-0.644569,-3.129547,-0.937896,4.292528,-2.610634,0.330328,-0.317564,2.285323,-1.312671,0.11331,0.72432,-0.177967,-0.71354,-0.019237,-0.248743,-0.231335,0.630816,0.247739,0.304494,0.161478,0.408838,0.473398,-0.086014,10.21,0
73436.4,1.638938,-2.510765,-4.222394,3.307822,-0.58276,0.425463,-1.987572,-1.982354,-1.066775,0.921487,-0.707855,-0.439015,-0.926503,1.377357,0.971467,-0.511045,0.679049,-0.22798,-0.292543,-0.039953,0.47647,-0.604713,0.30888,1.378427,0.089526,0.015213,-0.03055,0.143463,33.74,0
73454.1,-3.220808,3.295063,1.838817,-1.16729,0.055149,-0.939235,0.485426,0.095662,0.342104,-1.473928,-0.659893,1.498365,-0.664274,-3.12324,-0.168483,2.545463,0.84259,-0.543039,-0.043855,0.546405,-1.300927,-0.580218,0.24491,0.87992,-0.21478,0.667433,-0.273792,-1.015654,22.9,0
73592.4,1.487622,1.046773,1.379664,1.262534,0.335208,-0.436152,-0.358006,-0.717885,-0.599103,-2.595816,-1.664052,-0.213658,-2.788634,-2.372226,-0.373901,-0.13546,-0.311034,-2.212432,1.345409,-1.154304,-0.606045,-0.855198,0.798663,0.232561,-0.231363,-0.231557,0.065186,-0.373966,26.58,0
73941.7,0.761479,-1.062745,0.973842,0.879697,-1.037721,-3.459199,-0.400405,-2.260104,0.117661,-0.367753,-0.805771,-1.693828,1.476893,-0.536017,2.632267,0.03687,0.348985,0.036453,0.296029,0.878197,0.817945,-1.197367,0.525972,0.274347,0.017547,0.72942,0.636189,0.271379,44.24,0
73987.8,-1.087068,-2.309884,1.413802,2.462266,-3.546394,1.830608,-0.413449,-2.820704,0.702356,1.303454,-0.481478,-1.382393,2.130602,-0.789982,1.296891,-1.597109,0.412924,0.360238,0.756961,1.199916,-0.602689,0.35297,-0.840186,-0.760405,-0.282741,0.174343,0.608641,0.557684,102.31,0
74135.7,4.290217,-3.507335,5.124344,-1.360043,1.947587,-1.702695,1.313218,-1.538805,0.475197,-0.97106,0.090958,-2.007023,1.494476,0.271576,2.370167,0.173434,-0.24145,-0.719047,0.148923,0.35967,-0.115204,-1.047676,-0.415065,-0.019904,0.384302,-0.64936,0.108124,0.058004,36.0,1
74296.6,-0.903153,-1.13689,-1.379925,0.255016,1.969846,2.018489,-1.823346,-0.291547,-3.282141,0.156498,0.818999,2.053886,-2.223147,-1.285523,0.16122,-1.708299,0.170937,0.579162,-1.110449,0.106559,-0.897934,0.932233,0.127049,-0.353221,-0.605314,0.165749,0.49288,-0.231451,7.02,0
74490.0,-0.879289,-1.456924,2.915108,-3.45676,2.247407,-0.635649,-0.116176,-0.531138,0.358514,-1.046045,1.450377,1.436837,-1.223798,0.7886,-0.398745,0.054502,1.513853,-0.626602,0.80301,0.367393,-0.143725,0.249018,0.152727,-0.639239,-0.296621,-0.4452,-0.100402,0.403511,35.63,0
74533.3,1.162056,-2.774978,-0.512311,0.423121,1.300777,-1.096663,-2.007389,-0.087853,0.851437,0.336613,-1.212336,2.294002,-0.12297,0.228865,-0.740423,1.167981,0.567611,0.29252,-0.998101,0.879276,0.560669,0.687899,0.022766,-0.041312,-0.089023,0.970684,-0.196888,-0.355873,57.72,0
74549.1,-0.746512,-1.032687,2.361046,-2.455853,-0.98122,0.321067,2.057453,1.111958,2.42253,0.495636,-0.279034,1.118561,-1.701356,-2.020197,1.091969,0.222265,0.956863,-0.792391,1.113479,0.53877,-0.023052,0.140536,0.213296,-0.472789,-0.188229,0.141034,-0.154308,-0.440826,1.64,0
74566.5,0.589778,1.619429,2.002513,0.964074,1.430522,1.664136,0.129219,-3.30394,1.735376,-1.280423,-1.54972,-1.442603,3.091919,0.520499,-1.165067,-0.721384,-0.00072,0.504235,0.242053,-0.746324,0.234923,-0.41425,0.643659,0.031067,-0.37123,0.293443,0.139104,-0.14246,10.31,0
74640.2,1.460184,1.218623,2.252304,1.28614,-0.374011,-2.848856,0.302782,0.532961,0.076606,-4.315587,0.930248,-1.192421,0.853344,2.009328,-0.282759,0.462844,0.032535,0.488598,0.089652,-0.415499,-0.670328,1.077982,0.269629,0.458321,0.195097,0.415605,-0.325203,0.024954,25.41,0
74665.7,1.010972,2.503949,5.009543,0.738062,-1.155702,-2.01488,-1.467811,-1.207053,-4.340879,-0.968439,0.9822,0.098578,-0.321844,-1.916307,1.174903,0.540247,-0.012836,-2.047527,-0.425336,0.348581,-0.021161,0.130091,0.421422,0.085393,0.317619,-0.359289,-0.443821,0.143208,13.79,0
74738.7,1.364817,1.005271,0.246602,-0.586874,0.368835,0.639191,0.712638,4.065206,-1.377795,4.623923,-1.72231,0.504226,-1.486915,0.361821,1.098523,0.034393,0.965872,-0.393868,-1.776549,0.503688,0.022695,-0.325072,-0.252419,0.224373,-0.398216,0.159826,0.431431,0.618021,28.83,0
74817.6,7.809053,-3.785859,3.839965,-3.471131,1.429809,-0.361411,0.993106,-0.643052,-0.454151,1.164565,0.205189,0.899862,-0.454826,-1.232412,1.75659,-0.877399,-1.383864,-1.103453,0.850353,0.526636,-0.498753,-0.479333,0.453069,0.696342,-0.01125,0.219556,0.328932,0.637569,62.11,1
74957.0,-2.311432,-1.295342,-0.949169,1.498738,-0.440389,0.526192,0.197656,0.002709,0.160697,1.476191,-1.330062,-0.194093,-1.512346,0.267673,-0.218703,1.128646,-0.004787,-0.412606,-0.213815,1.385122,-1.163023,-0.425316,0.022138,-0.351213,0.239889,-0.024059,0.092913,0.035348,75.53,0
75092.5,4.793909,-6.59954,3.687092,-5.939965,1.069136,-1.006545,3.421893,2.449453,0.345254,-2.039562,1.362796,1.922241,2.328459,-1.5613,0.114,0.680997,1.08532,0.413519,-0.281043,0.383853,0.754471,-0.68287,0.857138,0.517563,-0.340351,0.377434,0.307039,0.247014,13.71,1
75126.5,8.151946,-4.119431,3.978377,-7.525266,4.194446,-0.112754,3.691744,-2.674423,2.425554,0.660658,-0.244923,0.858006,0.997272,-2.344542,0.924915,-1.026443,-1.491096,0.204065,0.051252,1.043572,0.20067,0.476495,0.352113,0.533566,-0.410969,0.068053,-0.039173,0.187773,13.17,1
75184.8,0.511626,-1.189414,-0.633312,2.985622,-2.961977,1.195411,2.013902,0.902557,2.949212,1.345206,0.526392,-0.610206,0.501097,0.805395,0.003915,-0.784095,-1.195302,0.17236,-1.282941,-0.378981,-1.801289,0.564601,0.709525,0.043568,0.89538,0.573887,0.174144,-0.033964,59.01,0
75395.5,4.301204,-3.0096,3.092412,-1.75333,3.331964,-2.21783,3.269564,-1.570267,1.017977,-2.200668,0.276229,2.299075,-0.699438,0.178776,-0.237194,-2.553509,0.727252,-0.653683,0.384374,0.710763,0.23984,0.171346,-0.494333,0.360211,-0.070349,-0.867691,0.312168,0.331563,55.62,1
75456.1,2.962245,4.204965,1.449661,0.930861,1.908187,-1.494751,-2.712306,-0.74378,1.911136,-0.947575,0.638059,0.749533,0.303974,-1.509499,0.383323,-0.444973,1.690247,1.056876,-0.334787,1.419129,0.254601,-1.132998,-0.048143,0.902431,-0.40081,-0.029065,-0.493574,-0.36034,23.46,0
75659.0,-1.668479,-2.377516,-1.158691,3.148224,-0.06306,1.32375,1.770768,-1.72834,-1.244189,1.097674,-0.869203,0.914645,2.087335,-1.719508,-0.399237,-0.209286,-0.522467,-0.565191,-0.426505,-0.012257,0.122137,0.646201,-0.015443,0.617067,-0.289324,-0.511692,-0.110614,0.138748,2.7,0
75669.8,1.720933,2.828527,0.543857,1.363814,2.392829,-1.313175,-0.340895,4.320572,1.281412,0.732004,1.224687,-1.746274,-0.80494,-1.196011,0.468221,-0.389464,0.094682,-0.28913,-1.409552,0.711259,-1.305331,-0.493183,-0.808772,-0.485487,0.098686,0.526028,-0.566583,-0.167162,72.41,0
75684.6,-3.498089,-1.172706,0.134731,1.389263,-3.70356,0.927782,-1.577838,-1.896357,0.100982,0.89891,-0.13766,-1.429167,-0.125665,-0.856785,0.675622,1.1351,1.00397,-0.018359,0.972973,-0.820566,1.320642,-0.695795,-1.248147,0.753519,-0.347177,0.049722,-0.374145,0.709081,7.2,0
75753.1,3.643635,2.995732,0.165589,1.776155,-0.092743,1.891117,-0.6661,2.470965,-0.689602,-0.497784,-0.639317,0.251614,-0.483088,0.575683,-0.537993,0.834721,1.50712,0.07209,1.922551,0.9062,1.583879,-0.041479,-1.02149,-0.389683,-0.295356,-0.405918,-0.797032,0.307394,15.9,0
75828.4,-3.720038,1.799274,4.095883,-1.409648,0.677531,-0.671769,1.341701,-1.862396,-0.197199,1.607025,-0.066971,-2.12928,1.545169,-1.531172,0.088066,0.615013,0.118963,2.358877,0.635972,-0.16263,0.446417,0.142296,0.027279,0.134534,-0.21222,0.09068,-0.183475,-0.568859,12.32,0
75843.9,2.280401,-1.095293,0.26497,-1.377209,-1.276561,-1.750889,1.538348,1.855084,0.038806,-0.769209,-2.320133,1.039953,-0.841938,-1.320023,0.032732,-0.352688,-1.506809,-1.283559,0.291671,-0.526982,0.377969,0.099316,0.644044,-0.459221,0.113773,0.271858,-0.227294,0.338161,4.36,0
75890.0,-3.332555,-1.613438,-3.192837,-1.332751,-0.270236,1.401233,-0.251915,-0.928342,-2.318096,-1.740323,0.425097,1.15242,-0.521698,1.430791,-1.0625,-0.412237,-0.303878,1.421788,0.115838,-1.445407,0.704929,1.251129,-0.153544,-0.495057,0.422526,0.836631,0.308058,-0.486902,24.71,0
75999.0,1.509364,0.782965,-1.789048,2.334192,0.766303,2.215949,-1.72195,0.621798,-1.339327,0.354989,2.024346,-1.864909,-1.703646,1.128876,-0.015797,1.236333,-0.801305,0.047588,0.596378,0.168939,-1.324998,1.913094,0.13054,-0.739712,0.153609,0.182784,0.360757,0.278143,31.29,0
76040.7,-0.427689,-3.335732,0.864628,-2.974598,2.124428,-1.234833,1.030047,-1.023137,-0.736231,-1.148057,0.981297,-0.812354,0.956395,-0.703206,-0.258846,0.037541,0.152682,-0.859168,0.609967,-0.218076,0.402889,-0.010999,0.360561,-0.227,-0.386026,0.18181,-0.179207,0.437636,28.11,0
76047.3,0.135313,-2.660775,-1.097207,-1.809852,1.875621,1.303559,-0.099026,0.4523,-0.131194,1.233243,0.712362,0.915153,-0.238742,-0.746176,0.743885,1.637526,1.097818,1.470357,0.140428,-0.779585,-0.652731,0.935042,-1.14475,0.830403,-0.385066,0.819222,-0.025626,0.216771,19.08,0
76198.3,4.770093,-0.639509,-0.650178,-1.258431,-1.751266,-0.555815,-0.900075,-1.949475,-0.314942,0.644694,-1.227722,-0.212388,1.750317,-1.67715,2.160606,-0.711469,0.199416,1.189148,1.373095,0.377597,-0.514449,-0.530572,-0.353452,1.04259,-0.187316,0.137841,-0.378845,-0.346903,10.03,0
76218.2,0.052784,-0.629042,-0.471715,-2.67876,-0.128467,2.610807,-1.383817,1.399334,-5.183714,-1.150028,-2.617943,1.616222,1.09359,-1.222046,0.323562,1.268471,1.347138,-0.377235,-1.914342,-0.72216,0.567515,1.422584,-0.0334,-0.334876,1.173021,0.172812,-0.445634,-0.035672,143.01,0
76243.3,1.999855,-0.136317,1.488691,-2.906847,-2.507149,-1.238369,-0.45778,0.520713,0.952782,3.534763,-1.012096,-0.410512,-0.884371,1.275277,1.268345,-0.472525,2.050444,-0.659014,0.892595,1.169005,-1.008578,0.391506,-1.675399,0.454843,-0.538563,0.2417,0.274033,0.336042,30.64,0
76431.9,1.780431,0.108271,-0.713041,-0.134727,-1.950936,-0.356733,-0.471573,-1.229037,-2.605341,-1.830275,-4.31682,-0.402524,0.448621,-3.169402,0.26477,-0.129278,-1.168039,-0.400861,0.910697,-0.782959,0.058408,0.234915,-0.505505,0.556416,0.197433,-0.107295,0.857769,0.303774,7.98,0
76524.7,-3.372322,-0.753812,4.622671,-1.77884,0.115961,2.074452,1.058211,1.241902,1.103655,0.036396,-1.085764,0.568414,-0.501233,-0.568708,1.658172,-0.402162,1.693492,0.238698,-0.137928,-1.460781,1.570264,-0.004046,-1.396109,0.545078,-0.024538,-0.396676,0.337985,-0.76462,41.62,0
76713.3,-1.42819,-0.579954,1.597063,4.057344,-0.427892,0.775091,4.458497,0.007386,0.700565,-1.773537,2.684785,-0.932151,0.334222,0.283834,0.095452,-0.458442,0.239539,1.633682,1.976809,-0.140763,-0.332936,-0.548163,1.651476,0.071098,0.545132,0.296726,0.801568,-0.07431,37.99,0
76842.1,-2.214137,3.601827,1.692863,0.826379,2.683744,0.865057,2.546728,0.384501,1.349583,0.754494,-0.445759,-0.268529,-0.488895,0.313668,-0.509823,0.460116,0.398925,0.190717,0.19285,-0.455024,-0.208871,-1.132302,-0.073697,-0.544022,0.048817,-0.304319,-0.744318,0.675733,51.34,0
76885.2,-0.462859,2.803005,-0.987618,3.075478,-2.013338,0.296646,-1.771936,4.055233,-0.372969,1.187449,0.617458,-0.033359,0.644274,1.605838,0.747401,0.17148,0.515476,1.780277,-0.361236,-1.489976,-0.812223,-0.692773,-0.541824,-0.467367,-0.011538,0.105382,0.085903,-0.219083,23.6,0
76898.8,1.9878,1.035261,2.96349,1.533578,-0.611033,2.19999,0.443817,1.244256,1.077976,-0.178192,0.141519,-0.17176,-1.061444,-2.533917,-0.776034,0.21023,1.077544,0.739976,-0.242331,-0.54666,-0.13324,-0.660838,-1.300499,-0.852691,0.672096,0.791066,0.273653,-0.017446,11.62,0
77081.4,-2.785961,-0.312119,1.146632,1.503007,1.204144,2.038346,3.1519,-0.631535,4.197578,-2.895244,-1.066575,0.261482,0.683232,-0.214599,-0.554523,2.324951,-0.539496,-0.94764,1.465382,0.682467,0.810902,0.132757,-0.845977,0.046698,-0.740025,0.103205,0.237161,0.322626,4.74,0
77117.6,-0.184776,1.449077,-1.693873,1.750677,1.179262,-1.348582,0.860366,1.699158,0.117678,-1.178935,0.243591,0.722278,-1.032913,-1.190513,0.583444,0.869058,2.133833,0.618879,-1.047871,1.639382,0.781472,-1.359128,-0.633438,-0.271267,0.409737,-1.013472,-0.043233,0.234315,12.98,0
77136.1,-5.668225,1.446499,1.624716,-1.533382,-2.016117,-1.453124,-4.334737,-0.508615,0.328581,-1.747716,1.332068,0.134097,0.323578,-0.474952,0.831108,1.362259,-0.4045,0.707478,0.66909,0.335844,1.242262,-0.492399,-0.259174,-0.428766,0.354455,-0.116059,-0.252531,0.498944,3.36,0
77213.8,3.619012,-0.63669,-2.562624,3.375037,0.822907,0.708995,0.170335,-1.247903,-0.618397,0.971399,-0.613323,0.566086,0.016633,-1.248692,1.813265,0.627035,0.328198,0.515964,-1.553839,-0.39637,-1.131334,0.08451,0.200376,0.077998,0.576199,-0.637761,-0.290099,0.124304,35.2,0
77309.5,0.527873,-2.548038,2.242386,2.794947,0.743989,-2.543065,0.25911,0.530682,-0.406757,1.931051,-0.158879,2.751494,0.974546,0.326184,1.029515,1.615934,0.892392,-0.070498,-0.571931,-0.901842,-1.80794,0.118092,-0.238345,-0.184389,0.502997,-0.047735,0.687852,-0.17193,3.57,0
